"id","user_id","typeid","area_code","name","phone","owner_name","owner_phone","contact_person_position","contact_person_fname","contact_person_lname","address","city","state","zip","details","description","logo","banner","website","email","latitude","longitude","review_avg","review_count","created","modified","modified_by","delivery_distance","delivery","takeaway","reservation","delivery_fee","status","opening_time","closing_time","table_pricing","taxes","total_avr","commission_qr","commission_del","commission_pick","commission_tr",
"321","0","","","Tex Mex Special ","","","","","","","","","","","","Spicy Jalapenos, Golden Corn, Capsicum","","","","","","","0","0","2016-09-29 17:32:21","2016-09-29 17:32:21","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"322","0","","","Country Roads","","","","","","","","","","","","Red Paprika, Baby Corn, Onions
","","","","","","","0","0","2016-09-29 17:29:43","2016-10-13 17:56:53","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"324","0","","","Four Seasons","","","","","","","","","","","","Black Olives, Spicy Jalapenos, Baby Corn, Onions 
","","","","","","","0","0","2016-09-29 17:29:43","2016-10-13 17:56:53","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"325","0","","","Mediterranean Delight","","","","","","","","","","","","Mushrooms, Black Olives, Baby Corn, Onions 
","","","","","","","0","0","2016-09-29 17:29:43","2016-10-13 17:56:53","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"326","0","","","Flame Thrower","","","","","","","","","","","","Red Paprika, Spicy Jalapenos, Golden Corn, Capsicum,Tomato","","","","","","","0","0","2016-09-29 17:29:43","2016-10-13 17:56:53","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"327","0","","","Paneer Tikka","","","","","","","","","","","","Paneer Cubes, Capsicum, Tomato, Onions","","","","","","","0","0","2016-09-29 17:29:43","2016-10-13 17:56:53","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"328","0","","","The Heritage","","","","","","","","","","","","Paneer Cubes, Red Paprika, Golden Corn ,Capsicum","","","","","","","0","0","2016-09-29 17:29:43","2016-10-13 17:56:53","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"329","0","","","Everything Special","","","","","","","","","","","","Mushrooms, Red Paprika, Black Olives, Golden Corn, Baby Corn, Onions, Tomato","","","","","","","0","0","2016-09-29 17:29:43","2016-10-13 17:56:53","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"330","0","","","Crowded House","","","","","","","","","","","","Extra Cheese, Paneer Cubes, Spicy Jalapenos, Black Olives, Golden Corn, Capsicum...
","","","","","","","0","0","2016-09-29 17:29:43","2016-10-13 17:56:53","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"331","0","","","Smokey Joe","","","","","","","","","","","","BBQ Chicken, Onions","","","","","","","0","0","2016-09-29 17:29:43","2016-10-13 17:56:53","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"332","0","","","Classic American","","","","","","","","","","","","Chicken Sausage, Red Paprika
","","","","","","","0","0","2016-09-29 17:29:43","2016-10-13 17:56:53","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"333","0","","","Barbecued Chicken","","","","","","","","","","","","BBQ Chicken, Red Paprika, Golden Corn,Onions
","","","","","","","0","0","2016-09-29 17:29:43","2016-10-13 17:56:53","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"334","0","","","The Secret Agent","","","","","","","","","","","","Roast Chicken,Chicken Sausage, Spicy Jalapenos,Capsicum
","","","","","","","0","0","2016-09-29 17:29:43","2016-10-13 17:56:53","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"335","0","","","Fire House","","","","","","","","","","","","BBQ Chicken, Spicy Chiken, Spicy Jalapenos, Baby Corn","","","","","","","0","0","2016-09-29 17:29:43","2016-10-13 17:56:53","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"336","0","","","Exotic Chicken","","","","","","","","","","","","Roast Chicken, Mushrooms, Black Olives, Onions","","","","","","","0","0","2016-09-29 17:29:43","2016-10-13 17:56:53","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"337","0","","","Chicken Tikka","","","","","","","","","","","","Chicken Tikka, Chicken Kebab, Red Paprika, Capsicum, Onions
","","","","","","","0","0","2016-09-29 17:29:43","2016-10-13 17:56:53","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"338","0","","","The Meat Eater","","","","","","","","","","","","BBQ Chicken, Roast Chicken, Spicy Chiken, Chicken Sausage
","","","","","","","0","0","2016-09-29 17:29:43","2016-10-13 17:56:53","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"339","0","","","Chicken Housefull","","","","","","","","","","","","Chicken Tikka, Roast Chicken, Chicken Kebab, Red Paprika, Black Olives, Capsicum...","","","","","","","0","0","2016-09-29 17:29:43","2016-10-13 17:56:53","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"340","0","","","Large  serves 3","","","","","","","","","","","","Large size pizza for most hungry people","","","","","","","0","0","2016-10-13 17:34:51","2016-10-13 17:34:51","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"341","0","","","Regular 
serves 1","","","","","","","","","","","","Medium size pizza","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"342","0","","","Medium  serves 2","","","","","","","","","","","","Medium size pizza","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"343","0","","","Medium  serves 2","","","","","","","","","","","","Medium size pizza","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"344","0","","","Large  serves 3","","","","","","","","","","","","Large size pizza for most hungry people","","","","","","","0","0","2016-10-13 17:34:51","2016-10-13 17:34:51","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"345","0","","","Regular 
serves 1","","","","","","","","","","","","Medium size pizza","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"346","0","","","Medium  serves 2","","","","","","","","","","","","Medium size pizza","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"347","0","","","Large  serves 3","","","","","","","","","","","","Large size pizza for most hungry people","","","","","","","0","0","2016-10-13 17:34:51","2016-10-13 17:34:51","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"348","0","","","Regular 
serves 1","","","","","","","","","","","","Medium size pizza","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"349","0","","","Original Crust","","","","","","","","","","","","","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"350","0","","","Thin Crust","","","","","","","","","","","","","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"351","0","","","Cheese Blast","","","","","","","","","","","","","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"352","0","","","Paneer Cubes ","","","","","","","","","","","","","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"353","0","","","Mushrooms","","","","","","","","","","","","","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"354","0","","","Black Olives","","","","","","","","","","","","","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"355","0","","","Spicy Jalapenos","","","","","","","","","","","","","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"356","0","","","Red Paprika","","","","","","","","","","","","","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"357","0","","","Golden Corn","","","","","","","","","","","","","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"358","0","","","Baby Corn","","","","","","","","","","","","","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"359","0","","","BBQ Chicken","","","","","","","","","","","","","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"360","0","","","Chicken Sausage","","","","","","","","","","","","","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"361","0","","","Roast Chicken","","","","","","","","","","","","","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"362","0","","","Spicy Chicken","","","","","","","","","","","","","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"363","0","","","Chicken Tikka","","","","","","","","","","","","","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"364","0","","","Dal Makhni Meal","","","","","","","","","","","","The best Dal makhni in town + Additional Chole/ Dal Makhni on the side + Salad/Chutney + Dessert","","","","","","","0","0","2016-10-17 18:26:16","2016-10-17 18:26:16","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"365","0","","","Rice","","","","","","","","","","","","","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"366","0","","","Paratha","","","","","","","","","","","","","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"367","0","","","Paratha + Rice [1/2]","","","","","","","","","","","","","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"368","0","","","Dal Makhni","","","","","","","","","","","","","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"369","0","","","Dilli Chole","","","","","","","","","","","","","","","","","","","0","0","2016-10-13 17:31:01","2016-10-13 17:31:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"370","0","","","Regular serves 1","","","","","","","","","","","","&amp;lt;p&amp;gt;Regular serves 1&amp;lt;/p&amp;gt;
","","","","","","","0","0","2016-10-18 12:25:17","2016-10-18 18:56:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"371","0","","","pizza","","","","","","","","","","","","&amp;lt;p&amp;gt;pizza&amp;lt;/p&amp;gt;
","","","","","","","0","0","2016-10-18 12:26:36","2016-10-18 18:55:53","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"372","0","","","Original Crust ","","","","","","","","","","","","&amp;lt;p&amp;gt;Original Crust&amp;lt;/p&amp;gt;
","","","","","","","0","0","2016-10-18 12:51:23","2016-10-18 18:55:39","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"373","0","","","Thin Crust","","","","","","","","","","","","&amp;lt;p&amp;gt;Thin Crust&amp;lt;/p&amp;gt;
","","","","","","","0","0","2016-10-18 12:53:49","2016-10-18 18:56:14","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"374","0","","","Paneer Cubes ","","","","","","","","","","","","&amp;lt;p&amp;gt;Paneer Cubes&amp;lt;/p&amp;gt;
","","","","","","","0","0","2016-10-18 12:55:52","2016-10-18 18:55:46","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"375","0","","","Summer Fresh","","","","","","","","","","","","&amp;lt;p&amp;gt;Summer Fresh&amp;lt;/p&amp;gt;
","","","","","","","0","0","2016-10-18 12:58:59","2016-10-18 13:39:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"376","0","","","Regular serves 1","","","","","","","","","","","","&amp;lt;p&amp;gt;Regular serves 1&amp;lt;/p&amp;gt;
","","","","","","","0","0","2016-10-18 13:05:26","2016-10-18 18:56:07","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"377","0","","","Medium  serves 2 ","","","","","","","","","","","","&amp;lt;p&amp;gt;Medium serves 2&amp;lt;/p&amp;gt;
","","","","","","","0","0","2016-10-18 13:37:38","2016-10-18 18:55:31","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"378","0","","","Farm House","","","","","","","","","","","","Farm House","","","","","","","0","0","2016-10-20 13:25:01","2016-10-20 13:25:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"379","0","","","Old Monk","","","","","","","","","","","","Legends Walk Alone","","","","","","","0","0","2016-10-26 13:44:55","2016-10-26 13:44:55","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"380","0","","","Cheese Pizza","","","","","","","","","","","","Pizza cheese encompasses several varieties and types of cheeses ","","","","","","","0","0","2016-10-27 13:56:44","2016-10-27 13:56:44","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"381","0","","","Cheese Pizza","","","","","","","","","","","","Pizza cheese encompasses several varieties and types of cheeses ","","","","","","","0","0","2016-10-27 13:58:35","2016-10-27 13:58:35","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"382","0","","","Jeddah Food","","","","","","","","","","","","Jeddah Food","","","","","","","0","0","2016-10-27 14:42:34","2016-10-27 14:42:34","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"383","0","","","Sambhar","","","","","","","","","","","","Big Sambhar","","","","","","","0","0","2016-10-27 15:17:05","2016-10-27 15:17:05","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"384","0","","","Idli","","","","","","","","","","","","Rava Idli","","","","","","","0","0","2016-10-27 15:18:31","2016-10-27 15:18:31","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"385","0","","","Mushroom","","","","","","","","","","","","mushroom","","","","","","","0","0","2016-10-27 15:31:55","2016-10-27 15:31:55","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"386","0","","","Mushroom","","","","","","","","","","","","mushroom","","","","","","","0","0","2016-10-27 15:33:31","2016-10-27 15:33:31","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"387","0","","","Sweet dezert","","","","","","","","","","","","sweets","","","","","","","0","0","2016-10-27 15:38:32","2016-10-27 15:38:32","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"388","0","","","Puri Chole","","","","","","","","","","","","puri chole","","","","","","","0","0","2016-10-27 15:41:04","2016-10-27 15:41:04","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"389","0","","","Cheese Pizza","","","","","","","","","","","","Cheese pizza with different version cheese","","","","","","","0","0","2016-10-27 15:43:05","2016-10-27 15:43:05","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"390","0","","","With Salad","","","","","","","","","","","","Biscuit with salad","","","","","","","0","0","2016-10-27 15:45:00","2016-10-27 15:45:00","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"391","0","","","Jeddah Food","","","","","","","","","","","","food","","","","","","","0","0","2016-10-27 15:46:53","2016-10-27 15:46:53","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"392","0","","","Pkoraas","","","","","","","","","","","","red chili pkoras","","","","","","","0","0","2016-10-27 15:49:50","2016-10-27 15:49:50","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"393","0","","","Lentil Soup","","","","","","","","","","","","mix lentil soup","","","","","","","0","0","2016-10-27 15:53:39","2016-10-27 15:53:39","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"394","0","","","Puri Chole","","","","","","","","","","","","puri chole","","","","","","","0","0","2016-10-27 15:54:40","2016-10-27 15:54:40","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"395","0","","","Pkoraas","","","","","","","","","","","","red chilly pkoras","","","","","","","0","0","2016-10-27 15:55:52","2016-10-27 15:55:52","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"396","0","","","Sarson Saag","","","","","","","","","","","","Sarson Saag with green chilly","","","","","","","0","0","2016-10-27 15:57:36","2016-10-27 15:57:36","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"397","0","","","Dal Roti","","","","","","","","","","","","Dal roti","","","","","","","0","0","2016-10-27 15:59:51","2016-10-27 15:59:51","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"398","0","","","Dal Roti","","","","","","","","","","","","Dal Roti","","","","","","","0","0","2016-10-27 16:00:53","2016-10-27 16:00:53","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"399","0","","","Cheese Pizza","","","","","","","","","","","","Cheese Pizza","","","","","","","0","0","2016-10-27 16:01:51","2016-10-27 16:01:51","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"400","0","","","Mushroom","","","","","","","","","","","","mushroom","","","","","","","0","0","2016-10-27 16:02:53","2016-10-27 16:02:53","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"401","0","","","Jeddah Food","","","","","","","","","","","","jeddah","","","","","","","0","0","2016-10-27 16:03:49","2016-10-27 16:03:49","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"402","0","","","Puri Chole","","","","","","","","","","","","puri cholle","","","","","","","0","0","2016-10-27 16:04:41","2016-10-27 16:04:41","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"403","0","","","Lentil Soup","","","","","","","","","","","","soup","","","","","","","0","0","2016-10-27 16:06:26","2016-10-27 16:06:26","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"404","0","","","Sweet dezert","","","","","","","","","","","","sweet","","","","","","","0","0","2016-10-27 16:07:35","2016-10-27 16:07:35","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"405","0","","","Sarson Saag","","","","","","","","","","","","saag with corn roti","","","","","","","0","0","2016-10-27 16:08:47","2016-10-27 16:08:47","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"406","0","","","Cheese Pizza","","","","","","","","","","","","pizza","","","","","","","0","0","2016-10-27 16:10:01","2016-10-27 16:10:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"407","0","","","Mushroom","","","","","","","","","","","","mushroom","","","","","","","0","0","2016-10-27 16:10:56","2016-10-27 16:10:56","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"408","0","","","Mazza","","","","","","","","","","","","Mango Dring","","","","","","","0","0","2016-10-27 16:12:30","2016-10-27 16:12:30","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"409","0","","","buffalo wings ","","","","","","","","","","","","delicious shit ","","","","","","","0","0","2016-10-31 07:13:27","2016-10-31 07:13:27","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
